Consecutivo,id,neighbourhood_b,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,minimum_nights,availability_30,number_of_reviews,cancellation_policy,host_since,24-hour check-in,Air conditioning/central air conditioning,Amazon Echo/Apple TV/DVD player/game console/Netflix/projector and screen/smart TV (i.e. non-basic electronics),BBQ grill/fire pit/propane barbeque,Balcony/patio or balcony,Beach view/beachfront/lake access/mountain view/ski-in ski-out/waterfront (i.e. great location/views),Breakfast,Cable TV/TV,Coffee maker/espresso machine,Cooking basics,Dishwasher/Dryer/Washer/Washer and dryer,Elevator,Exercise equipment/gym/private gym/shared gym,"Family/kid friendly, or anything containing 'children'",Free parking on premises/free street parking/outdoor parking/paid parking off premises/paid parking on premises,Garden or backyard/outdoor seating/sun loungers/terrace,Host greets you,Hot tub/jetted tub/private hot tub/sauna/shared hot tub/pool/private pool/shared pool,Internet/pocket wifi/wifi,Long_term_stays_allowed,Pets allowed/cat(s)/dog(s)/pets live on this property/other pet(s),Private_entrance,Self_check-in,Smoking_allowed,"Step-free access/wheelchair accessible, or anything containing 'accessible'",Suitable_for_events,Unnamed: 27,total_paid_amount,host_days_active
9464,24108623,San Juan,Apartment,Private room,2,1,1,1,497,0,30,0,1,flexible,5/13/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,497,1137
9465,24114916,Polanco,House,Entire home/apt,3,1.5,2,2,1453,1200,3,18,16,moderate,1/2/2016,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,,2653,1269
9468,24121424,Guerrero,Apartment,Entire home/apt,3,1,1,1,746,478,2,6,40,moderate,1/8/2016,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,,1224,1263
9470,24122723,Florida,House,Private room,2,1,1,1,306,0,2,20,31,moderate,3/31/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,,306,450
9471,24127316,Alamos,Apartment,Private room,2,1,1,1,401,200,1,29,1,moderate,12/24/2015,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,,601,1278
9474,24131309,Roma Sur,Apartment,Entire home/apt,4,1,2,2,765,382,3,13,1,flexible,8/6/2013,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,,1147,2148
9476,24134344,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1434,382,1,24,22,moderate,11/18/2011,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,,1816,2775
9477,24134876,Coyoacan,House,Entire home/apt,3,1,1,2,956,0,2,0,4,flexible,4/1/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,,956,449
9478,24135035,Juarez,Apartment,Entire home/apt,2,1,1,1,497,0,3,23,1,flexible,8/13/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,497,1411
9480,24135791,Cuauhtemoc,Apartment,Entire home/apt,2,1,1,1,1166,0,1,27,9,flexible,12/14/2014,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,,1166,1653
9485,24138187,Insurgentes,Apartment,Entire home/apt,6,2,3,5,1300,600,2,12,26,moderate,4/1/2018,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,1900,449
9486,24138192,Del Valle,Apartment,Entire home/apt,5,1,2,2,898,421,2,0,39,moderate,5/24/2016,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,,1319,1126
9487,24138239,Americas Unidas,Apartment,Private room,2,1,1,1,382,500,1,29,3,flexible,3/23/2015,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,,882,1554
9488,24138639,San Pedro De Los Pinos,Apartment,Entire home/apt,3,1,1,1,554,0,1,0,20,flexible,1/22/2017,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,,554,883
9491,24150291,Roma Sur,Apartment,Entire home/apt,3,1,2,2,879,350,3,28,10,strict,8/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,1229,1402
9492,24150553,Condesa,Apartment,Entire home/apt,2,1,1,1,1338,344,2,8,83,flexible,1/29/2018,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,,1682,511
9493,24151639,Roma Norte,House,Entire home/apt,10,4,5,5,2500,1850,1,4,17,flexible,5/25/2017,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,,13703,760
9494,24151987,Guerrero,Apartment,Entire home/apt,2,1,1,1,994,300,3,16,10,strict,4/2/2018,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,,1294,448
9495,24153676,Condesa,Apartment,Entire home/apt,2,1,1,1,1338,344,2,5,66,flexible,2/11/2018,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,,1682,498
9497,24155475,Hipodromo,House,Private room,2,2,1,1,478,0,1,23,12,flexible,7/18/2016,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,,478,1071
9498,24155493,Roma Norte,Apartment,Entire home/apt,4,2,2,2,2500,478,1,15,59,moderate,1/13/2016,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,,3346,1258
9499,24156261,Asturias,House,Entire home/apt,11,2.5,5,7,688,145,1,2,30,moderate,2/7/2017,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,,833,867
9500,24157439,Centro Historico,Apartment,Private room,1,1,1,1,344,199,2,30,16,strict,4/2/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,543,448
9501,24158363,Del Valle,Apartment,Entire home/apt,2,1,1,1,650,350,2,0,19,flexible,4/2/2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,,1000,448
9502,24158910,Hipodromo,Apartment,Entire home/apt,6,2,3,3,2294,287,2,23,15,strict,3/13/2015,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,,2581,1564
9504,24159899,Del Valle,Apartment,Private room,2,1,1,1,459,0,2,0,21,flexible,1/6/2017,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,,459,899
9505,24160795,Roma Norte,Apartment,Entire home/apt,5,2,2,3,1109,700,1,14,117,strict,10/4/2010,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,,1809,3185
9507,24161796,Asturias,Apartment,Entire home/apt,4,2,2,2,554,400,2,29,7,moderate,4/2/2018,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,954,448
9508,24163694,Polanco,Apartment,Entire home/apt,6,3.5,2,2,2500,0,1,28,2,flexible,6/12/2017,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,2676,742
9509,24164212,Escandon,House,Entire home/apt,5,1,2,4,746,115,3,6,27,strict,7/18/2015,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,861,1437
9510,24164543,Narvarte,Apartment,Private room,1,1,1,1,344,0,3,23,1,flexible,3/14/2018,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,344,467
9512,24173793,Polanco,Apartment,Entire home/apt,4,2.5,2,3,2500,0,3,19,16,strict,3/2/2018,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,21793,479
9513,24175605,Buenavista,Apartment,Entire home/apt,2,1,1,1,554,0,2,5,65,flexible,3/28/2018,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,,554,453
9514,24175667,Santa Maria la Rbera,House,Entire home/apt,2,2,1,1,746,350,7,0,4,moderate,11/16/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,1096,950
9515,24177959,Cuauhtemoc,Apartment,Private room,2,1,1,1,287,150,2,19,25,strict,5/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,,437,766
9518,24181210,Centro Historico,Apartment,Private room,1,1,1,1,249,0,360,30,0,flexible,11/17/2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,249,584
9520,24182856,Polanco,Apartment,Entire home/apt,1,1,1,1,650,0,2,0,3,moderate,4/3/2018,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,,650,447
9521,24183514,Guerrero,Apartment,Shared room,2,1,1,1,287,0,3,28,1,flexible,4/3/2018,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,,287,447
9522,24185148,Roma Norte,Apartment,Private room,2,1,1,1,401,0,5,23,3,flexible,2/24/2018,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,401,485
9525,24188032,Roma Norte,House,Private room,2,1,1,1,746,0,1,0,39,strict,2/14/2013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,,746,2321
9526,24188110,Escandon,Apartment,Entire home/apt,4,2.5,2,2,956,382,1,4,27,flexible,7/6/2015,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,,1338,1449
9527,24189235,Centro Historico,Apartment,Private room,2,1,1,1,478,401,1,23,22,flexible,4/4/2018,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,,879,446
9530,24199462,Anzures,Apartment,Entire home/apt,2,1,1,1,1109,0,1,0,43,moderate,5/23/2015,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,,1109,1493
9531,24202065,Roma Norte,Apartment,Entire home/apt,4,2,2,2,1338,450,1,0,14,moderate,7/1/2017,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,,1788,723
9532,24203556,Juarez,Apartment,Private room,2,1,1,1,401,0,3,30,1,flexible,2/24/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,401,485
9533,24203945,Roma Norte,Apartment,Private room,3,1,1,1,401,100,1,9,39,strict,8/23/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,501,1401
9535,24205714,Cuauhtemoc,Apartment,Entire home/apt,4,2,2,2,784,380,1,7,100,strict,11/5/2013,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,1164,2057
9537,24206687,Centro Historico,Apartment,Entire home/apt,4,1.5,2,2,707,0,2,0,3,moderate,4/13/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,707,1167
9538,24207315,Nonalco,Apartment,Private room,1,1,1,1,249,350,3,30,6,flexible,6/26/2014,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,,599,1824
9539,24207850,Juarez,Apartment,Entire home/apt,5,2,2,3,2500,574,1,0,20,strict,4/4/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,,8622,446
9540,24208123,Del Valle,Apartment,Private room,3,1,1,2,268,100,1,23,18,flexible,11/9/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,368,957
9541,24208225,Escandon,Apartment,Private room,2,1,1,1,2500,287,1,29,0,flexible,4/4/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,3346,446
9542,24209570,Santa Maria la Rbera,Apartment,Private room,1,1,1,1,306,0,3,30,0,flexible,12/22/2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,306,549
9543,24210008,Guerrero,Apartment,Entire home/apt,4,2,2,3,1491,150,2,20,30,flexible,4/4/2018,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,,1641,446
9544,24210785,Roma Norte,Apartment,Private room,1,1,1,1,344,120,1,30,9,strict,10/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,464,1702
9547,24216769,Polanco,House,Private room,1,1,1,1,516,350,2,25,35,strict,9/17/2016,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,866,1010
9549,24223916,Centro Historico,House,Private room,2,2,1,2,344,0,1,1,37,strict,4/4/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,,344,446
9550,24224118,Anzures,Apartment,Entire home/apt,3,1,1,1,1223,400,3,0,3,strict,1/27/2016,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,,1623,1244
9551,24224131,Condesa,Apartment,Entire home/apt,5,1,2,3,1912,956,3,16,22,moderate,9/25/2012,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,2868,2463
9552,24225479,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1491,400,1,6,65,moderate,3/23/2018,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1891,458
9553,24228125,Cuauhtemoc,Apartment,Entire home/apt,4,1,2,2,803,380,1,8,79,moderate,11/5/2013,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,1183,2057
9554,24229169,Del Valle,Apartment,Private room,2,1,1,1,898,250,1,0,26,strict,4/5/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1148,445
9555,24229239,Hipodromo,Apartment,Entire home/apt,2,1,1,1,2294,478,3,28,10,moderate,2/28/2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2772,2673
9556,24229587,Condesa,Apartment,Entire home/apt,4,2,2,2,2103,574,4,0,15,strict,4/11/2013,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,2677,2265
9558,24232769,Roma Norte,Apartment,Private room,1,1,1,1,898,0,5,27,0,flexible,5/31/2014,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,898,1850
9562,24234690,Santa Cruz Atoyac,House,Private room,2,1,1,1,1357,600,1,28,0,flexible,3/10/2018,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,,1957,471
9563,24235811,Narvarte,Apartment,Private room,2,1,1,1,344,153,1,24,7,flexible,11/4/2015,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,497,1328
9564,24241999,Centro Historico,Apartment,Entire home/apt,5,2,2,2,1873,478,2,12,56,strict,7/14/2011,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,,2351,2902
9565,24246127,Hipodromo,Apartment,Entire home/apt,4,1.5,1,2,2294,574,2,30,12,strict,11/30/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,2868,936
9566,24248336,Polanco,Apartment,Entire home/apt,3,2.5,3,3,2390,1128,3,18,8,flexible,1/10/2016,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,,3518,1261
9567,24248474,San Diego Churubusco,House,Private room,1,1,1,1,497,96,1,0,1,flexible,1/11/2016,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,,593,1260
9568,24248899,Zona Rosa,Apartment,Entire home/apt,2,1,1,1,1357,0,1,21,124,flexible,3/12/2018,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,1357,469
9569,24249237,Juarez,Apartment,Entire home/apt,4,2,2,2,1453,0,1,25,66,flexible,3/12/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,1453,469
9570,24249793,Narvarte,Apartment,Private room,2,1,1,2,249,149,2,28,11,flexible,4/3/2018,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,398,447
9572,24251015,Roma Norte,House,Private room,2,1,1,1,898,191,2,4,12,strict,1/10/2017,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,1089,895
9577,24263411,Guerrero,Apartment,Entire home/apt,4,1,2,3,650,300,1,4,78,flexible,9/19/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,,950,1374
9578,24263910,Centro Historico,Apartment,Entire home/apt,2,1,1,1,554,0,5,0,3,flexible,3/31/2018,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,,554,450
9579,24267213,Roma Norte,House,Private room,2,1,1,1,726,191,2,0,9,moderate,1/10/2017,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,,917,895
9581,24268905,Condesa,Apartment,Entire home/apt,4,3,3,3,2500,1051,1,25,35,strict,9/17/2013,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,4301,2106
9584,24271886,Anzures,Apartment,Private room,2,1,1,1,344,129,1,23,22,flexible,2/2/2017,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,,473,872
9585,24272530,Anzures,Apartment,Shared room,1,1,1,1,191,99,1,23,6,flexible,2/2/2017,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,290,872
9586,24281512,Cuauhtemoc,Apartment,Private room,1,1,1,1,401,500,1,29,1,flexible,12/3/2017,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,,901,568
9587,24285131,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1510,554,2,22,28,moderate,3/6/2015,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,,2064,1571
9588,24285473,Del Valle,House,Entire home/apt,4,1,2,2,1051,478,3,1,9,moderate,9/27/2013,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,,1529,2096
9589,24285634,Santa Maria la Rbera,Apartment,Entire home/apt,4,2,1,2,784,0,2,0,1,flexible,2/6/2015,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,784,1599
9590,24285848,Hipodromo,Apartment,Private room,2,1.5,1,1,401,0,1,0,9,flexible,3/16/2011,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,401,3022
9591,24286271,Roma Norte,Apartment,Entire home/apt,2,1,1,1,937,554,2,5,52,moderate,3/6/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,,1491,1571
9592,24286823,Centro Historico,Apartment,Entire home/apt,4,1.5,2,3,898,350,2,18,33,flexible,9/12/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,,1248,1015
9596,24289656,Cuauhtemoc,Apartment,Private room,2,1,1,1,478,180,1,30,2,flexible,10/25/2017,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,658,607
9597,24290095,Polanco,Apartment,Entire home/apt,4,1,2,2,1491,0,1,17,114,flexible,3/26/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,1491,455
9598,24290581,Polanco,Apartment,Entire home/apt,4,1,2,2,2007,0,1,1,92,flexible,3/26/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,,2007,455
9599,24294391,Condesa,Apartment,Entire home/apt,10,5,4,5,2500,1625,2,14,23,strict,9/17/2013,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,,6404,2106
9600,24300835,Polanco,Apartment,Private room,1,1,1,1,440,300,2,8,16,strict,6/19/2015,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,740,1466
9601,24301263,Postal,Apartment,Entire home/apt,3,1,1,2,401,200,3,0,15,flexible,4/9/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,,601,2632
9602,24302978,Centro Historico,Apartment,Private room,2,1,1,1,401,0,3,0,1,flexible,1/26/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,401,2340
9603,24303818,San Pedro De Los Pinos,House,Private room,1,1.5,1,1,306,0,8,30,1,flexible,4/9/2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,,306,441
9604,24305828,Roma Norte,Apartment,Entire home/apt,7,2,3,4,1759,450,1,0,25,flexible,6/20/2014,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,,2209,1830
9607,24307471,Guerrero,Apartment,Entire home/apt,2,2,2,1,803,0,7,2,1,flexible,4/28/2015,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,,803,1518
9608,24307889,Del Valle,Apartment,Private room,3,1,1,1,401,150,2,26,18,moderate,12/15/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,551,1287
9609,24308066,Transito,Apartment,Entire home/apt,4,1,2,2,440,300,4,15,7,flexible,3/16/2018,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,,740,465
9610,24310782,Roma Norte,Apartment,Entire home/apt,4,1,1,2,1109,400,3,7,33,moderate,7/22/2014,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,,1509,1798
9611,24310849,Condesa,House,Entire home/apt,4,1,2,2,1204,325,1,14,39,strict,5/16/2015,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,,1529,1500
9612,24311382,Tabacalera,Apartment,Entire home/apt,4,2.5,2,2,2198,650,1,12,88,strict,12/4/2016,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,,2848,932
9613,24313018,Escandon,Apartment,Private room,2,1,1,1,459,0,1,29,0,flexible,11/14/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,459,587
9615,24313652,Peralvillo,Apartment,Entire home/apt,5,1,2,2,860,150,2,20,57,moderate,10/20/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1010,977
9616,24313831,Polanco,House,Entire home/apt,6,2,2,2,1529,669,2,30,42,moderate,4/23/2014,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,,2198,1888
9617,24313834,Transito,House,Private room,2,1,1,1,497,0,1,28,1,flexible,4/9/2018,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,,497,441
9618,24314855,Buenavista,House,Private room,2,2,1,1,287,200,1,27,8,moderate,10/23/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,,487,974
9619,24317411,Condesa,House,Private room,2,1,1,1,593,0,2,10,74,strict,4/9/2018,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,,593,441
9621,24325493,Cuauhtemoc,Hotel,Private room,2,1,1,1,459,0,1,11,15,moderate,1/14/2014,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,,459,1987
9622,24326042,Coyoacan,House,Private room,4,1,1,1,401,0,1,0,2,flexible,4/5/2018,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,401,445
9623,24326095,Napoles,House,Private room,2,1,1,1,344,0,3,0,1,flexible,11/10/2016,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,,344,956
9624,24326911,Juarez,Apartment,Entire home/apt,5,1,1,2,765,574,1,0,9,strict,11/5/2017,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,,1339,596
9625,24328889,Portales,Apartment,Private room,1,1,2,1,191,0,1,0,1,flexible,6/15/2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,191,739
9631,24335870,Roma Norte,Apartment,Entire home/apt,3,1,1,1,937,100,1,4,34,flexible,2/6/2018,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,1037,503
9633,24336878,Roma Norte,Apartment,Entire home/apt,2,1,1,1,1147,400,1,24,63,moderate,3/23/2018,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1547,458
9634,24337164,Roma Norte,Apartment,Entire home/apt,4,1,2,2,1491,400,1,10,54,moderate,3/23/2018,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,1891,458
9635,24338036,Narvarte,Apartment,Private room,2,1,1,2,994,0,2,30,0,flexible,2/5/2018,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,994,504
9636,24343702,Roma Norte,Apartment,Entire home/apt,2,1,1,1,765,300,3,10,29,moderate,7/19/2017,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,,1065,705
9637,24348049,San Pedro De Los Pinos,Apartment,Entire home/apt,2,1,2,2,535,0,5,23,1,flexible,4/11/2018,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,535,439
